id	vocalized	unvocalized	rule	category	note	first	second
17888	مِائَة وَعَشَرَة	مائة وعشرة	40	نعت ومنعوت		مائة	وعشرة
17889	مِائَةً وَقِيمَةُ	مائة وقيمة	40		Confused;;;مِائَةٌ وَقِيمَةُ	مائة	وقيمة
17890	مَاتَ الْآبِقُ	مات الآبق	60	فعل وفاعل		مات	الآبق
17891	مَاتَ الْآجِرُ	مات الآجر	60	فعل وفاعل		مات	الآجر
17892	مَاتَ الْآخَرُ	مات الآخر	60	فعل وفاعل		مات	الآخر
17893	مَاتَ الْآمِرُ	مات الآمر	60	فعل وفاعل		مات	الآمر
17894	مَاتَ الْأَبُ	مات الأب	60	فعل وفاعل		مات	الأب
17895	مَاتَ الْأَخُ	مات الأخ	60	فعل وفاعل		مات	الأخ
17896	مَاتَ الْأَسْفَلُ	مات الأسفل	60	فعل وفاعل		مات	الأسفل
17897	مَاتَ الْأَصْلُ	مات الأصل	60	فعل وفاعل		مات	الأصل
17898	مَاتَ الْأَصِيلُ	مات الأصيل	60	فعل وفاعل		مات	الأصيل
17899	مَاتَ الْإِمَامُ	مات الإمام	60	فعل وفاعل		مات	الإمام
17900	مَاتَ الْإِنْسَانُ	مات الإنسان	60	فعل وفاعل		مات	الإنسان
17901	مَاتَ الِابْنُ	مات الابن	60	فعل وفاعل		مات	الابن
17902	مَاتَ الْبَائِعُ	مات البائع	60	فعل وفاعل		مات	البائع
17903	مَاتَ الْبَطْنُ	مات البطن	60	فعل وفاعل		مات	البطن
17904	مَاتَ الْجَانِي	مات الجاني	60	فعل وفاعل		مات	الجاني
17905	مَاتَ الْجَرِيحُ	مات الجريح	60	فعل وفاعل		مات	الجريح
17906	مَاتَ الْحَاجُّ	مات الحاج	60	فعل وفاعل		مات	الحاج
17907	مَاتَ الْحَالِفُ	مات الحالف	60	فعل وفاعل		مات	الحالف
17908	مَاتَ الْحُرُّ	مات الحر	60	فعل وفاعل		مات	الحر
17909	مَاتَ الْحَسَنُ	مات الحسن	60	فعل وفاعل		مات	الحسن
17910	مَاتَ الْحَيَوَانُ	مات الحيوان	60	فعل وفاعل		مات	الحيوان
17911	مَاتَ الْخَلِيفَةُ	مات الخليفة	60	فعل وفاعل		مات	الخليفة
17912	مَاتَ الْخُنْثَى	مات الخنثى	60	فعل وفاعل		مات	الخنثى
17913	مَاتَ الدَّافِعُ	مات الدافع	60	فعل وفاعل		مات	الدافع
17914	مَاتَ الرَّاهِنُ	مات الراهن	60	فعل وفاعل		مات	الراهن
17915	مَاتَ الرَّجُلُ	مات الرجل	60	فعل وفاعل		مات	الرجل
17916	مَاتَ الزَّوْجُ	مات الزوج	60	فعل وفاعل		مات	الزوج
17917	مَات الزَّوْجَانِ	مات الزوجان	60	فعل وفاعل		مات	الزوجان
17918	مَاتَ السَّيِّدُ	مات السيد	60	فعل وفاعل		مات	السيد
17919	مَاتَ الشَّفِيعُ	مات الشفيع	60	فعل وفاعل		مات	الشفيع
17920	مَاتَ الشُّهُودُ	مات الشهود	60	فعل وفاعل		مات	الشهود
17921	مَاتَ الصَّبِيُّ	مات الصبي	60	فعل وفاعل		مات	الصبي
17922	مَاتَ الصَّغِيرُ	مات الصغير	60	فعل وفاعل		مات	الصغير
17923	مَاتَ الصَّيْدُ	مات الصيد	60	فعل وفاعل		مات	الصيد
17924	مَاتَ الضَّامِنُ	مات الضامن	60	فعل وفاعل		مات	الضامن
17925	مَاتَ الطَّالِبُ	مات الطالب	60	فعل وفاعل		مات	الطالب
17926	مَاتَ الْعَاقِدُ	مات العاقد	60	فعل وفاعل		مات	العاقد
17927	مَاتَ الْعَامِلُ	مات العامل	60	فعل وفاعل		مات	العامل
17928	مَاتَ الْعَبْدُ	مات العبد	60	فعل وفاعل		مات	العبد
17929	مَاتَ الْعَتِيقُ	مات العتيق	60	فعل وفاعل		مات	العتيق
17930	مَاتَ الْعَدْلُ	مات العدل	60	فعل وفاعل		مات	العدل
17931	مَاتَ الْغَائِبُ	مات الغائب	60	فعل وفاعل		مات	الغائب
17932	مَاتَ الْغَاصِبُ	مات الغاصب	60	فعل وفاعل		مات	الغاصب
17933	مَاتَ الْغَرِيمُ	مات الغريم	60	فعل وفاعل		مات	الغريم
17934	مَاتَ الْقَابِضُ	مات القابض	60	فعل وفاعل		مات	القابض
17935	مَاتَ الْقَاتِلُ	مات القاتل	60	فعل وفاعل		مات	القاتل
17936	مَاتَ الْقَاضِي	مات القاضي	60	فعل وفاعل		مات	القاضي
17937	مَاتَ الْكَافِرُ	مات الكافر	60	فعل وفاعل		مات	الكافر
17938	مَاتَ الْكَفِيلُ	مات الكفيل	60	فعل وفاعل		مات	الكفيل
17939	مَاتَ الْمُؤَجِّرُ	مات المؤجر	60	فعل وفاعل		مات	المؤجر
17940	مَاتَ الْمَالِكُ	مات المالك	60	فعل وفاعل		مات	المالك
17941	مَاتَ الْمُتَصَدِّقُ	مات المتصدق	60	فعل وفاعل		مات	المتصدق
17942	مَاتَ الْمَجْرُوحُ	مات المجروح	60	فعل وفاعل		مات	المجروح
17943	مَاتَ الْمَجْنِيُّ	مات المجني	60	فعل وفاعل		مات	المجني
17944	مَاتَ الْمَجُوسِيُّ	مات المجوسي	60	فعل وفاعل		مات	المجوسي
17945	مَاتَ الْمُحَالُ	مات المحال	60	فعل وفاعل		مات	المحال
17946	مَاتَ الْمُحْتَالُ	مات المحتال	60	فعل وفاعل		مات	المحتال
17947	مَاتَ الْمُحِيلُ	مات المحيل	60	فعل وفاعل		مات	المحيل
17948	مَاتَ الْمُدَبَّرُ	مات المدبر	60	فعل وفاعل	Confused;;;مَاتَ الْمُدَبِّرُ	مات	المدبر
17949	مَاتَ الْمُدَّعَى	مات المدعى	60	فعل وفاعل		مات	المدعى
17950	مَاتَ الْمُدَّعِي	مات المدعي	60	فعل وفاعل		مات	المدعي
17951	مَاتَ الْمَدِينُ	مات المدين	60	فعل وفاعل		مات	المدين
17952	مَاتَ الْمَدْيُونُ	مات المديون	60	فعل وفاعل		مات	المديون
17953	مَاتَ الْمُرْتَدُّ	مات المرتد	60	فعل وفاعل		مات	المرتد
17954	مَاتَ الْمُرْتَهِنُ	مات المرتهن	60	فعل وفاعل		مات	المرتهن
17955	مَاتَ الْمَرِيضُ	مات المريض	60	فعل وفاعل		مات	المريض
17956	مَاتَ الْمُزَارِعُ	مات المزارع	60	فعل وفاعل		مات	المزارع
17957	مَاتَ الْمُسْتَأْجِرُ	مات المستأجر	60	فعل وفاعل		مات	المستأجر
17958	مَاتَ الْمُسْلَمُ	مات المسلم	60	فعل وفاعل	Confused;;;مَاتَ الْمُسْلِمُ	مات	المسلم
17959	مَاتَ الْمُشْتَرِي	مات المشتري	60	فعل وفاعل		مات	المشتري
17960	مَاتَ الْمَشْهُودُ	مات المشهود	60	فعل وفاعل		مات	المشهود
17961	مَاتَ الْمُضَارِبُ	مات المضارب	60	فعل وفاعل		مات	المضارب
17962	مَاتَ الْمَطْلُوبُ	مات المطلوب	60	فعل وفاعل		مات	المطلوب
17963	مَاتَ الْمُعْتَقُ	مات المعتق	60	فعل وفاعل	Confused;;;مَاتَ الْمُعْتِقُ	مات	المعتق
17964	مَاتَ الْمُعْسِرُ	مات المعسر	60	فعل وفاعل		مات	المعسر
17965	مَاتَ الْمُعْطِي	مات المعطي	60	فعل وفاعل		مات	المعطي
17966	مَاتَ الْمُعِيرُ	مات المعير	60	فعل وفاعل		مات	المعير
17967	مَاتَ الْمُقْتَصُّ	مات المقتص	60	فعل وفاعل		مات	المقتص
17968	مَاتَ الْمَقْذُوفُ	مات المقذوف	60	فعل وفاعل		مات	المقذوف
17969	مَاتَ الْمُقَرُّ	مات المقر	60	فعل وفاعل	Confused;;;مَاتَ الْمُقِرُّ	مات	المقر
17970	مَاتَ الْمَقْطُوعُ	مات المقطوع	60	فعل وفاعل		مات	المقطوع
17971	مَاتَ الْمُكَاتَبُ	مات المكاتب	60	فعل وفاعل		مات	المكاتب
17972	مَاتَ الْمَكْتُوبُ	مات المكتوب	60	فعل وفاعل		مات	المكتوب
17973	مَاتَ الْمَكْفُولُ	مات المكفول	60	فعل وفاعل		مات	المكفول
17974	مَاتَ الْمُنْكِرُ	مات المنكر	60	فعل وفاعل		مات	المنكر
17975	مَاتَ الْمُودَعُ	مات المودع	60	فعل وفاعل		مات	المودع
17976	مَاتَ الْمُوَرِّثُ	مات المورث	60	فعل وفاعل		مات	المورث
17977	مَاتَ الْمُوسِرُ	مات الموسر	60	فعل وفاعل		مات	الموسر
17978	مَاتَ الْمُوصَى	مات الموصى	60	فعل وفاعل		مات	الموصى
17979	مَاتَ الْمُوصِي	مات الموصي	60	فعل وفاعل		مات	الموصي
17980	مَاتَ الْمَوْقُوفُ	مات الموقوف	60	فعل وفاعل		مات	الموقوف
17981	مَاتَ الْمُوَكِّلُ	مات الموكل	60	فعل وفاعل		مات	الموكل
17982	مَاتَ الْمَوْلَى	مات المولى	60	فعل وفاعل		مات	المولى
17983	مَاتَ الْمَوْهُوبُ	مات الموهوب	60	فعل وفاعل		مات	الموهوب
17984	مَاتَ الْمَيِّتُ	مات الميت	60	فعل وفاعل		مات	الميت
17985	مَاتَ النَّاظِرُ	مات الناظر	60	فعل وفاعل		مات	الناظر
17986	مَاتَ النَّبِيُّ	مات النبي	60	فعل وفاعل		مات	النبي
17987	مَاتَ النَّصْرَانِيُّ	مات النصراني	60	فعل وفاعل		مات	النصراني
17988	مَاتَ الْوَاقِفُ	مات الواقف	60	فعل وفاعل		مات	الواقف
17989	مَاتَ الْوَاهِبُ	مات الواهب	60	فعل وفاعل		مات	الواهب
17990	مَاتَ الْوَصِيُّ	مات الوصي	60	فعل وفاعل		مات	الوصي
17991	مَاتَ الْوَكِيلُ	مات الوكيل	60	فعل وفاعل		مات	الوكيل
17992	مَاتَ الْوَلَدُ	مات الولد	60	فعل وفاعل		مات	الولد
17993	مَاتَ الْوَلِيُّ	مات الولي	60	فعل وفاعل		مات	الولي
17994	مَادَّة الْجِهَادِ	مادة الجهاد	30	مضاف إليه		مادة	الجهاد
17995	مَارِيَة الْقِبْطِيَّةِ	مارية القبطية	30	مضاف إليه		مارية	القبطية
17996	مَاشِيَة الْآخَرِ	ماشية الآخر	30	مضاف إليه		ماشية	الآخر
17997	مَاشِيَة الْقِرَاضِ	ماشية القراض	30	مضاف إليه		ماشية	القراض
17998	مَاشِيَةِ تِجَارَةٍ	ماشية تجارة	40			ماشية	تجارة
17999	مَال الْآخَرِ	مال الآخر	50	مضاف إليه		مال	الآخر
18000	مَال الْآمِرِ	مال الآمر	50	مضاف إليه		مال	الآمر
18001	مَال الْأَبِ	مال الأب	50	مضاف إليه		مال	الأب
18002	مَال الْأَجْنَبِيِّ	مال الأجنبي	50	مضاف إليه		مال	الأجنبي
18003	مَال الْأُمِّ	مال الأم	50	مضاف إليه		مال	الأم
18004	مَال الْإِجَارَةِ	مال الإجارة	50	مضاف إليه		مال	الإجارة
18005	مَال الِابْنِ	مال الابن	50	مضاف إليه		مال	الابن
18006	مَال الْبَائِعِ	مال البائع	50	مضاف إليه		مال	البائع
18007	مَال الْبَعْضِ	مال البعض	50	مضاف إليه		مال	البعض
18008	مَال التِّجَارَةِ	مال التجارة	50	مضاف إليه		مال	التجارة
18009	مَال الْجَارِحِ	مال الجارح	50	مضاف إليه		مال	الجارح
18010	مَالِ الْجَانِي	مال الجاني	50			مال	الجاني
18011	مَال الْحُرِّ	مال الحر	50	مضاف إليه		مال	الحر
18012	مَال الْحَرْبِيِّ	مال الحربي	50	مضاف إليه		مال	الحربي
18013	مَال الْخَرَاجِ	مال الخراج	50	مضاف إليه		مال	الخراج
18014	مَال الدَّافِعِ	مال الدافع	50	مضاف إليه		مال	الدافع
18015	مَال الرَّاهِنِ	مال الراهن	50	مضاف إليه		مال	الراهن
18016	مَالِ الرِّبَا	مال الربا	50			مال	الربا
18017	مَال الزَّكَاةِ	مال الزكاة	50	مضاف إليه		مال	الزكاة
18018	مَال الزَّوْجِ	مال الزوج	50	مضاف إليه		مال	الزوج
18019	مَال السَّفِيهِ	مال السفيه	50	مضاف إليه		مال	السفيه
18020	مَال السَّيِّدِ	مال السيد	50	مضاف إليه		مال	السيد
18021	مَال الشَّرِكَةِ	مال الشركة	50	مضاف إليه	Confused;;;مَال الشِّرْكَةِ	مال	الشركة
18022	مَال الشَّرِيكِ	مال الشريك	50	مضاف إليه		مال	الشريك
18023	مَال الصَّبِيِّ	مال الصبي	50	مضاف إليه		مال	الصبي
18024	مَال الصَّدَقَاتِ	مال الصدقات	50	مضاف إليه		مال	الصدقات
18025	مَال الصَّغِيرِ	مال الصغير	50	مضاف إليه		مال	الصغير
18026	مَال الضَّارِبِ	مال الضارب	50	مضاف إليه		مال	الضارب
18027	مَال الضِّمَارِ	مال الضمار	50	مضاف إليه		مال	الضمار
18028	مَال الطِّفْلِ	مال الطفل	50	مضاف إليه		مال	الطفل
18029	مَال الْعَامِلِ	مال العامل	50	مضاف إليه		مال	العامل
18030	مَال الْعَبْدِ	مال العبد	50	مضاف إليه		مال	العبد
18031	مَال الْغَائِبِ	مال الغائب	50	مضاف إليه		مال	الغائب
18032	مَال الْغَاصِبِ	مال الغاصب	50	مضاف إليه		مال	الغاصب
18033	مَال الْغَرِيمِ	مال الغريم	50	مضاف إليه		مال	الغريم
18034	مَال الْغَيْرِ	مال الغير	50	مضاف إليه		مال	الغير
18035	مَال الْفَيْءِ	مال الفيء	50	مضاف إليه		مال	الفيء
18036	مَال الْقَاتِلِ	مال القاتل	50	مضاف إليه		مال	القاتل
18037	مَالِ الْقَاضِي	مال القاضي	50			مال	القاضي
18038	مَال الْقِرَاضِ	مال القراض	50	مضاف إليه		مال	القراض
18039	مَال الْكِتَابَةِ	مال الكتابة	50	مضاف إليه		مال	الكتابة
18040	مَال الْكُفَّارِ	مال الكفار	50	مضاف إليه		مال	الكفار
18041	مَال اللَّهِ	مال الله	50	مضاف إليه		مال	الله
18042	مَال الْمَأْمُورِ	مال المأمور	50	مضاف إليه		مال	المأمور
18043	مَال الْمَالِكِ	مال المالك	50	مضاف إليه		مال	المالك
18044	مَال الْمَجْنُونِ	مال المجنون	50	مضاف إليه		مال	المجنون
18045	مَال الْمَحْجُوجِ	مال المحجوج	50	مضاف إليه		مال	المحجوج
18046	مَال الْمَحْجُورِ	مال المحجور	50	مضاف إليه		مال	المحجور
18047	مَال الْمَدِينِ	مال المدين	50	مضاف إليه		مال	المدين
18048	مَال الْمَدْيُونِ	مال المديون	50	مضاف إليه		مال	المديون
18049	مَال الْمُرْتَدِّ	مال المرتد	50	مضاف إليه		مال	المرتد
18050	مَال الْمُرْتَهِنِ	مال المرتهن	50	مضاف إليه		مال	المرتهن
18051	مَال الْمَرِيضِ	مال المريض	50	مضاف إليه		مال	المريض
18052	مَال الْمُسْتَأْجِرِ	مال المستأجر	50	مضاف إليه		مال	المستأجر
18053	مَال الْمَسْجِدِ	مال المسجد	50	مضاف إليه		مال	المسجد
18054	مَال الْمُسْلَمِ	مال المسلم	50	مضاف إليه	Confused;;;مَال الْمُسْلِمِ	مال	المسلم
18055	مَالِ الْمُسْلِمِينَ	مال المسلمين	50			مال	المسلمين
18056	مَالِ الْمُشْتَرِي	مال المشتري	50			مال	المشتري
18057	مَال الْمَصَالِحِ	مال المصالح	50	مضاف إليه		مال	المصالح
18058	مَال الْمُضَارِبِ	مال المضارب	50	مضاف إليه		مال	المضارب
18059	مَال الْمُضَارَبَةِ	مال المضاربة	50	مضاف إليه		مال	المضاربة
18060	مَال الْمَطْلُوبِ	مال المطلوب	50	مضاف إليه		مال	المطلوب
18061	مَال الْمُفَاوَضَةِ	مال المفاوضة	50	مضاف إليه		مال	المفاوضة
18062	مَال الْمَفْقُودِ	مال المفقود	50	مضاف إليه		مال	المفقود
18063	مَال الْمُفْلِسِ	مال المفلس	50	مضاف إليه		مال	المفلس
18064	مَال الْمَقْتُولِ	مال المقتول	50	مضاف إليه		مال	المقتول
18065	مَال الْمُقِرِّ	مال المقر	50	مضاف إليه		مال	المقر
18066	مَال الْمُكَاتَبِ	مال المكاتب	50	مضاف إليه		مال	المكاتب
18067	مَالِ الْمُوصِي	مال الموصي	50			مال	الموصي
18068	مَال الْمُوَكِّلِ	مال الموكل	50	مضاف إليه		مال	الموكل
18069	مَالِ الْمَوْلَى	مال المولى	50		Confused;;;مَالِ الْمُوَلَّى	مال	المولى
18070	مَال الْمَيِّتِ	مال الميت	50	مضاف إليه		مال	الميت
18071	مَال الْوَارِثِ	مال الوارث	50	مضاف إليه		مال	الوارث
18072	مَال الْوَصِيِّ	مال الوصي	50	مضاف إليه		مال	الوصي
18073	مَال الْوَقْفِ	مال الوقف	50	مضاف إليه		مال	الوقف
18074	مَال الْوَكِيلِ	مال الوكيل	50	مضاف إليه		مال	الوكيل
18075	مَال الْوَلَدِ	مال الولد	50	مضاف إليه		مال	الولد
18076	مَال الْوَلِيِّ	مال الولي	50	مضاف إليه		مال	الولي
18077	مَالِ الْيَتَامَى	مال اليتامى	50			مال	اليتامى
18078	مَال الْيَتِيمِ	مال اليتيم	50	مضاف إليه		مال	اليتيم
18079	مَالِك الْأَرْضِ	مالك الأرض	50	مضاف إليه		مالك	الأرض
18080	مَالِك الرَّقَبَةِ	مالك الرقبة	50	مضاف إليه		مالك	الرقبة
18081	مَالِك الشَّجَرِ	مالك الشجر	50	مضاف إليه		مالك	الشجر
18082	مَالِك الشَّجَرَةِ	مالك الشجرة	50	مضاف إليه		مالك	الشجرة
18083	مَالِك الْمَنْفَعَةِ	مالك المنفعة	50	مضاف إليه		مالك	المنفعة
18084	مَالِكِيَّة الْيَدِ	مالكية اليد	30	مضاف إليه		مالكية	اليد
18085	مَالِه الْحَاضِرِ	ماله الحاضر	50	مضاف إليه		ماله	الحاضر
18086	مَالِه الْخَاصِّ	ماله الخاص	50	مضاف إليه		ماله	الخاص
18087	مَالِه الْغَائِبِ	ماله الغائب	50	مضاف إليه		ماله	الغائب
18088	مَالِيَّة الرَّقَبَةِ	مالية الرقبة	30	مضاف إليه		مالية	الرقبة
18089	مَالِيَّة الرَّهْنِ	مالية الرهن	30	مضاف إليه		مالية	الرهن
18090	مَالِيَّة الْعَبْدِ	مالية العبد	30	مضاف إليه		مالية	العبد
18091	مَالِيَّة الْعَيْنِ	مالية العين	30	مضاف إليه		مالية	العين
18092	مَالِيَّة مَحْضَة	مالية محضة	40	نعت ومنعوت		مالية	محضة
18093	مَانِعَة الْخُلُوِّ	مانعة الخلو	30	مضاف إليه		مانعة	الخلو
18094	مَانِعِي الزَّكَاةِ	مانعي الزكاة	50	مضاف إليه		مانعي	الزكاة
18095	مَانِعِيَّة شَرْعِيَّة	مانعية شرعية	40	نعت ومنعوت		مانعية	شرعية
18096	مَاهِيَّة الصَّلَاةِ	ماهية الصلاة	30	مضاف إليه		ماهية	الصلاة
18097	مُبَاح الْأَكْلِ	مباح الأكل	50	مضاف إليه		مباح	الأكل
18098	مُبَاحَة الْأَصْلِ	مباحة الأصل	30	مضاف إليه		مباحة	الأصل
18099	مُبَادَلَة الْمَالِ	مبادلة المال	30	مضاف إليه		مبادلة	المال
18100	مُبَادَلَة الْمَنْفَعَةِ	مبادلة المنفعة	30	مضاف إليه		مبادلة	المنفعة
18101	مُبَادَلَة حُكْمِيَّة	مبادلة حكمية	40	نعت ومنعوت		مبادلة	حكمية
18102	مَبَارِك الْإِبِلِ	مبارك الإبل	50	مضاف إليه		مبارك	الإبل
18103	مُبَارَكَة طَيِّبَة	مباركة طيبة	40	نعت ومنعوت		مباركة	طيبة
18104	مُبَاشَرَة الْإِتْلَافِ	مباشرة الإتلاف	30	مضاف إليه		مباشرة	الإتلاف
18105	مُبَاشَرَة السَّبَبِ	مباشرة السبب	30	مضاف إليه		مباشرة	السبب
18106	مُبَاشَرَة الشَّرْطِ	مباشرة الشرط	30	مضاف إليه		مباشرة	الشرط
18107	مُبَاشَرَة الْعَقْدِ	مباشرة العقد	30	مضاف إليه		مباشرة	العقد
18108	مُبَاشَرَة الْفِعْلِ	مباشرة الفعل	30	مضاف إليه		مباشرة	الفعل
18109	مُبَاشَرَة الْقَتْلِ	مباشرة القتل	30	مضاف إليه		مباشرة	القتل
18110	مُبَاشَرَة الْمَعْصِيَةِ	مباشرة المعصية	30	مضاف إليه		مباشرة	المعصية
18111	مُبَاشَرَة الْوَكِيلِ	مباشرة الوكيل	30	مضاف إليه		مباشرة	الوكيل
18112	مُبَاشَرَة مُبَاحَة	مباشرة مباحة	40	نعت ومنعوت		مباشرة	مباحة
18113	مَبَال الرِّجَالِ	مبال الرجال	50	مضاف إليه		مبال	الرجال
18114	مَبَال النِّسَاءِ	مبال النساء	50	مضاف إليه		مبال	النساء
18115	مَبْسُوط السَّرَخْسِيِّ	مبسوط السرخسي	50	مضاف إليه		مبسوط	السرخسي
18116	مُبَشِّرَات النُّبُوَّةِ	مبشرات النبوة	50	مضاف إليه		مبشرات	النبوة
18117	مُبْطِلَات الصَّلَاةِ	مبطلات الصلاة	50	مضاف إليه		مبطلات	الصلاة
18118	مُتَأَخِّرَة التَّارِيخِ	متأخرة التاريخ	30	مضاف إليه		متأخرة	التاريخ
18119	مُتَأَخِّرِي الْأَصْحَابِ	متأخري الأصحاب	50	مضاف إليه		متأخري	الأصحاب
18120	مُتَأَخِّرِي الشَّافِعِيَّةِ	متأخري الشافعية	50	مضاف إليه		متأخري	الشافعية
18121	مُتَابَعَة الْإِمَامِ	متابعة الإمام	30	مضاف إليه		متابعة	الإمام
18122	مُتَابَعَة الْمَشْيِ	متابعة المشي	30	مضاف إليه		متابعة	المشي
18123	مَتَاع الْبَيْتِ	متاع البيت	50	مضاف إليه		متاع	البيت
18124	مَتَاعِ الدُّنْيَا	متاع الدنيا	50			متاع	الدنيا
18125	مَتَاع الرِّجَالِ	متاع الرجال	50	مضاف إليه		متاع	الرجال
18126	مَتَاعِ الْمُسْلِمِينَ	متاع المسلمين	50			متاع	المسلمين
18127	مَتَاع النِّسَاءِ	متاع النساء	50	مضاف إليه		متاع	النساء
18128	مُتَّحِد الْجِنْسِ	متحد الجنس	50	مضاف إليه		متحد	الجنس
18129	مُتَّحِدِي الْجِنْسِ	متحدي الجنس	50	مضاف إليه		متحدي	الجنس
18130	مَتْرُوك التَّسْمِيَةِ	متروك التسمية	50	مضاف إليه		متروك	التسمية
18131	مُتَّصِلَة مُتَوَلِّدَة	متصلة متولدة	40	نعت ومنعوت		متصلة	متولدة
18132	مُتَعَارَف النَّاسِ	متعارف الناس	50	مضاف إليه		متعارف	الناس
18133	مُتْعَة الْحَجِّ	متعة الحج	30	مضاف إليه		متعة	الحج
18134	مُتْعَة الزَّوْجِ	متعة الزوج	30	مضاف إليه		متعة	الزوج
18135	مُتْعَة الْمِثْلِ	متعة المثل	30	مضاف إليه		متعة	المثل
18136	مُتْعَة النِّسَاءِ	متعة النساء	30	مضاف إليه		متعة	النساء
18137	مُتْعَةِ لَذَّةٍ	متعة لذة	40			متعة	لذة
18138	مُتَعَلِّقَةٌ بِالذِّمَّةِ	متعلقة بالذمة	40			متعلقة	بالذمة
18139	مُتَفَرِّقَات الْبُيُوعِ	متفرقات البيوع	50	مضاف إليه		متفرقات	البيوع
18140	مُتَفَرِّقَات الْقَضَاءِ	متفرقات القضاء	50	مضاف إليه		متفرقات	القضاء
18141	مَتْن التَّنْوِيرِ	متن التنوير	50	مضاف إليه		متن	التنوير
18142	مَتْن الدُّرَرِ	متن الدرر	50	مضاف إليه		متن	الدرر
18143	مَتْن الرَّوْضِ	متن الروض	50	مضاف إليه		متن	الروض
18144	مَتْن الْمَجَلَّةِ	متن المجلة	50	مضاف إليه		متن	المجلة
18145	مَتْنِ الْمُلْتَقَى	متن الملتقى	50			متن	الملتقى
18146	مَتْن الْمِنْهَاجِ	متن المنهاج	50	مضاف إليه		متن	المنهاج
18147	مَتْن الْمَنْهَجِ	متن المنهج	50	مضاف إليه		متن	المنهج
18148	مُتَوَلِّي الْوَقْفِ	متولي الوقف	50	مضاف إليه		متولي	الوقف
18149	مُتُون الْخَيْلِ	متون الخيل	50	مضاف إليه		متون	الخيل
18150	مِثَال الرَّهْنِ	مثال الرهن	50	مضاف إليه		مثال	الرهن
18151	مِثَال الشَّارِحِ	مثال الشارح	50	مضاف إليه		مثال	الشارح
18152	مِثَال الْمَتْنِ	مثال المتن	50	مضاف إليه		مثال	المتن
18153	مِثَال الْمَجَلَّةِ	مثال المجلة	50	مضاف إليه		مثال	المجلة
18154	مِثَال الْمُصَنِّفِ	مثال المصنف	50	مضاف إليه		مثال	المصنف
18155	مُثْبِت الِاسْتِرْدَادِ	مثبت الاسترداد	50	مضاف إليه		مثبت	الاسترداد
18156	مِثْل الثَّمَنِ	مثل الثمن	50	مضاف إليه		مثل	الثمن
18157	مِثْلِهِ الصَّلَاةُ	مثله الصلاة	50			مثله	الصلاة
18158	مِثْلِهَا الْعِدَّةُ	مثلها العدة	50			مثلها	العدة
18159	مُثَنَّاة تَحْتِيَّة	مثناة تحتية	40	نعت ومنعوت		مثناة	تحتية
18160	مَجَارِي الْعَادَاتِ	مجاري العادات	50	مضاف إليه		مجاري	العادات
18161	مَجَاز التَّشْبِيهِ	مجاز التشبيه	50	مضاف إليه		مجاز	التشبيه
18162	مَجَاز الْحَذْفِ	مجاز الحذف	50	مضاف إليه		مجاز	الحذف
18163	مَجَالِس الْمُقِرِّ	مجالس المقر	50	مضاف إليه		مجالس	المقر
18164	مَجَامِعِ الْمُسْلِمِينَ	مجامع المسلمين	50			مجامع	المسلمين
18165	مَجَامِع النَّاسِ	مجامع الناس	50	مضاف إليه		مجامع	الناس
18166	مُجَاوَزَة الْبَسَاتِينِ	مجاوزة البساتين	30	مضاف إليه		مجاوزة	البساتين
18167	مُجَاوَزَة الْحَدِّ	مجاوزة الحد	30	مضاف إليه		مجاوزة	الحد
18168	مُجَاوَزَة الْحِلَّةِ	مجاوزة الحلة	30	مضاف إليه		مجاوزة	الحلة
18169	مُجَاوَزَة الدَّرْبِ	مجاوزة الدرب	30	مضاف إليه		مجاوزة	الدرب
18170	مُجَاوَزَة السُّورِ	مجاوزة السور	30	مضاف إليه		مجاوزة	السور
18171	مُجَاوَزَة الْعُمْرَانِ	مجاوزة العمران	30	مضاف إليه		مجاوزة	العمران
18172	مُجَاوَزَة الْمِيقَاتِ	مجاوزة الميقات	30	مضاف إليه		مجاوزة	الميقات
18173	مُجَرَّد التَّسْمِيَةِ	مجرد التسمية	50	مضاف إليه		مجرد	التسمية
18174	مُجَرَّد الثُّبُوتِ	مجرد الثبوت	50	مضاف إليه		مجرد	الثبوت
18175	مُجَرَّدِ الدَّعْوَى	مجرد الدعوى	50			مجرد	الدعوى
18176	مُجَرَّد الْعَقْدِ	مجرد العقد	50	مضاف إليه		مجرد	العقد
18177	مُجَرَّد الْفِعْلِ	مجرد الفعل	50	مضاف إليه		مجرد	الفعل
18178	مُجَرَّد اللَّفْظِ	مجرد اللفظ	50	مضاف إليه		مجرد	اللفظ
18179	مَجْرَى الْبَوْلِ	مجرى البول	50	مضاف إليه		مجرى	البول
18180	مَجْرَى الْعَادَةِ	مجرى العادة	50	مضاف إليه		مجرى	العادة
18181	مَجْرَى الْمَاءِ	مجرى الماء	50	مضاف إليه		مجرى	الماء
18182	مَجْلِس الْإِقَالَةِ	مجلس الإقالة	50	مضاف إليه		مجلس	الإقالة
18183	مَجْلِس الْإِيجَابِ	مجلس الإيجاب	50	مضاف إليه		مجلس	الإيجاب
18184	مَجْلِس الْبَيْعِ	مجلس البيع	50	مضاف إليه		مجلس	البيع
18185	مَجْلِس التَّخَاطُبِ	مجلس التخاطب	50	مضاف إليه		مجلس	التخاطب
